#	snr = 15db, deltaF1 = 0, deltaF2 = 0, length = 60 bytes
#	time			In-phase		Quad-phase
   1.3764375e-03  -4.9972320e+01   1.0000000e+01
   1.3765000e-03  -5.5412789e+01  -1.0000000e+00
   1.3765625e-03  -3.4892449e+01   2.0000000e+00
   1.3766250e-03  -4.9119753e+01  -3.1528578e+01
   1.3766875e-03  -3.3709553e+01  -1.9823197e+01
   1.3767500e-03  -3.5399097e+01  -3.5207018e+01
   1.3768125e-03  -1.6305751e+01  -6.3830008e+01
   1.3768750e-03  -2.4561297e+01  -5.9376424e+01
   1.3769375e-03  -1.2000000e+01  -5.3082883e+01
   1.3770000e-03   1.6022568e+01  -4.6416613e+01
   1.3770625e-03  -2.0000000e+00  -7.3157241e+01
   1.3771250e-03   4.2454494e+01  -5.0692605e+01
   1.3771875e-03   3.4871228e+01  -6.1101559e+01
   1.3772500e-03   3.8818926e+01  -3.3990079e+01
   1.3773125e-03   5.3856798e+01  -2.0102242e+01
   1.3773750e-03   3.8527889e+01  -4.6176693e+01
   1.3774375e-03   1.9689056e+01  -6.7554308e+01
   1.3775000e-03   3.6811152e+01  -4.9820043e+01
   1.3775625e-03  -3.0000000e+00  -7.8373505e+01
   1.3776250e-03   1.7846807e+01  -6.0330564e+01
   1.3776875e-03   4.0000000e+00  -6.9699618e+01
   1.3777500e-03  -2.2103916e+01  -6.1394944e+01
   1.3778125e-03  -3.3805187e+01  -6.5575625e+01
   1.3778750e-03  -1.4037950e+01  -5.0723286e+01
   1.3779375e-03   2.0000000e+00  -8.9594539e+01
   1.3780000e-03   2.0000000e+00  -6.6897209e+01
   1.3780625e-03   4.7499048e+01  -4.5097322e+01
   1.3781250e-03   7.0000000e+00  -5.5553626e+01
   1.3781875e-03   3.8560904e+01  -5.8466169e+01
   1.3782500e-03   6.0754376e+01  -3.0877156e+01
   1.3783125e-03   6.5313919e+01  -1.6868454e+01
   1.3783750e-03   6.6090491e+01  -4.2744228e+01
   1.3784375e-03   7.3185662e+01  -1.4039368e+01
   1.3785000e-03   7.6867133e+01  -1.0000000e+01
   1.3785625e-03   5.9256790e+01   1.4000894e+01
   1.3786250e-03   6.3542157e+01   1.8659393e+01
   1.3786875e-03   4.3803862e+01   2.3726892e+01
   1.3787500e-03   4.5654092e+01   5.5939346e+01
   1.3788125e-03   3.2045823e+01   7.8164223e+01
   1.3788750e-03   4.1967704e+01   5.9331170e+01
   1.3789375e-03   1.6815835e+01   7.0984774e+01
   1.3790000e-03  -8.0000000e+00   1.0457154e+02
   1.3790625e-03  -2.3024334e+01   6.6928463e+01
   1.3791250e-03  -3.4919797e+01   5.4134797e+01
   1.3791875e-03  -3.7261657e+01   5.7480718e+01
   1.3792500e-03  -8.9648230e+01   5.5625286e+01
   1.3793125e-03  -5.9025472e+01   3.2366464e+01
   1.3793750e-03  -3.0432841e+01   6.2695614e+01
   1.3794375e-03  -4.1947607e+01   5.0749109e+01
   1.3795000e-03  -2.2238852e+01   2.9333565e+01
   1.3795625e-03  -6.0000000e+00   5.3489066e+01
   1.3796250e-03   6.0000000e+00   5.6033087e+01
   1.3796875e-03   3.1307231e+01   6.5489903e+01
   1.3797500e-03   3.5168063e+01   6.3482833e+01
   1.3798125e-03   3.3724721e+01   6.6688605e+01
   1.3798750e-03   6.4775097e+01   5.3484328e+01
   1.3799375e-03   7.9391873e+01   5.1433592e+01
   1.3800000e-03   7.4400724e+01   9.0000000e+00
   1.3800625e-03   7.6090936e+01   2.7482273e+01
   1.3801250e-03   8.3134277e+01   1.0000000e+00
   1.3801875e-03   6.3938155e+01  -2.1550355e+01
   1.3802500e-03   7.7518440e+01  -2.7558287e+01
   1.3803125e-03   5.7438841e+01  -1.6539566e+01
   1.3803750e-03   4.0577120e+01  -1.7966055e+01
   1.3804375e-03   3.8744431e+01  -8.4077771e+01
   1.3805000e-03   1.4991509e+01  -8.9750463e+01
   1.3805625e-03   1.0000000e+00  -6.9381749e+01
   1.3806250e-03  -1.3000000e+01  -8.7966603e+01
   1.3806875e-03  -1.7487564e+01  -9.1173217e+01
   1.3807500e-03  -5.0019060e+01  -7.3764079e+01
   1.3808125e-03  -7.1815940e+01  -5.3371317e+01
   1.3808750e-03  -6.0816003e+01  -1.4539621e+01
   1.3809375e-03  -7.0213732e+01  -3.0687870e+01
   1.3810000e-03  -9.6513927e+01  -2.5318290e+01
   1.3810625e-03  -6.6907266e+01   8.0000000e+00
   1.3811250e-03  -7.9221293e+01   2.1524819e+01
   1.3811875e-03  -6.5125144e+01   2.4109474e+01
   1.3812500e-03  -6.5990748e+01   3.5870452e+01
   1.3813125e-03  -7.6010252e+01   5.4824897e+01
   1.3813750e-03  -6.9804134e+01   2.8183866e+01
   1.3814375e-03  -9.1546015e+01   1.8494656e+01
   1.3815000e-03  -1.1591714e+02   2.3248001e+01
   1.3815625e-03  -1.0625426e+02  -2.8380489e+01
   1.3816250e-03  -6.3601786e+01  -2.3371569e+01
   1.3816875e-03  -8.6284261e+01  -4.1500428e+01
   1.3817500e-03  -4.5322454e+01  -6.5509539e+01
   1.3818125e-03  -4.0823343e+01  -8.8726401e+01
   1.3818750e-03  -4.7021932e+01  -6.6217149e+01
   1.3819375e-03  -6.9896166e+01  -2.7040455e+01
   1.3820000e-03  -9.1158117e+01  -3.0000000e+00
   1.3820625e-03  -7.7340244e+01  -1.4835758e+01
   1.3821250e-03  -9.8368981e+01  -4.0000000e+00
   1.3821875e-03  -8.1295343e+01   2.6689699e+01
   1.3822500e-03  -6.3268547e+01   3.9377238e+01
   1.3823125e-03  -6.0493732e+01   3.8766706e+01
   1.3823750e-03  -6.3487968e+01   5.5005544e+01
   1.3824375e-03  -2.3028935e+01   6.8516772e+01
   1.3825000e-03  -1.5489454e+01   1.1979950e+02
   1.3825625e-03   1.3000000e+01   8.1098158e+01
   1.3826250e-03   4.0200882e+01   1.0760291e+02
   1.3826875e-03   3.0505309e+01   9.1103901e+01
   1.3827500e-03   2.4144486e+01   9.0661264e+01
   1.3828125e-03   7.5793392e+01   4.3232487e+01
   1.3828750e-03   5.4628427e+01   5.9585721e+01
   1.3829375e-03   9.5322833e+01   2.3539591e+01
   1.3830000e-03   6.8232741e+01  -1.3000000e+01
   1.3830625e-03   7.1950539e+01   1.0000000e+00
   1.3831250e-03   8.7406052e+01  -4.5188487e+01
   1.3831875e-03   7.4720732e+01  -2.8934839e+01
   1.3832500e-03   6.7381504e+01  -4.4171852e+01
   1.3833125e-03   6.8992579e+01  -5.9428907e+01
   1.3833750e-03   5.9449656e+01  -9.1442284e+01
   1.3834375e-03   4.0000000e+00  -6.9437061e+01
   1.3835000e-03  -9.0000000e+00  -1.1083702e+02
   1.3835625e-03   1.8706995e+01  -8.0055788e+01
   1.3836250e-03  -3.5588361e+01  -1.2028266e+02
   1.3836875e-03  -2.3130796e+01  -4.7040398e+01
   1.3837500e-03  -3.9961446e+01  -1.0408348e+02
   1.3838125e-03  -6.3324350e+01  -9.4093287e+01
   1.3838750e-03  -4.3971088e+01  -7.1852240e+01
   1.3839375e-03  -3.1766920e+01  -5.9480953e+01
   1.3840000e-03  -1.0000000e+01  -8.6867978e+01
   1.3840625e-03   8.0000000e+00  -8.6645635e+01
   1.3841250e-03   1.3000000e+01  -8.9193103e+01
   1.3841875e-03   7.0000000e+00  -7.3124307e+01
   1.3842500e-03   5.3054443e+01  -8.7648065e+01
   1.3843125e-03   6.1211981e+01  -6.8402665e+01
   1.3843750e-03   6.4905538e+01  -9.8028009e+01
   1.3844375e-03   4.8197535e+01  -8.6517670e+01
   1.3845000e-03  -5.0000000e+00  -9.5930244e+01
   1.3845625e-03  -3.0000000e+00  -7.1454484e+01
   1.3846250e-03  -2.9260587e+01  -8.2911468e+01
   1.3846875e-03  -7.3160084e+01  -8.5460158e+01
   1.3847500e-03  -3.5432837e+01  -8.6057722e+01
   1.3848125e-03  -2.8214554e+01  -8.9603096e+01
   1.3848750e-03  -6.7775575e+01  -1.0321922e+02
   1.3849375e-03  -2.7608456e+01  -1.0953541e+02
   1.3850000e-03   2.0000000e+00  -9.2925399e+01
   1.3850625e-03  -1.8279039e+01  -1.0399679e+02
   1.3851250e-03   5.0000000e+00  -7.4064877e+01
   1.3851875e-03   3.5348925e+01  -1.1805899e+02
   1.3852500e-03   1.5273883e+01  -8.0451573e+01
   1.3853125e-03   5.6652159e+01  -7.2521885e+01
   1.3853750e-03  -2.0000000e+00  -8.0975793e+01
   1.3854375e-03   1.9757656e+01  -9.5687118e+01
   1.3855000e-03  -8.0000000e+00  -7.3733367e+01
   1.3855625e-03   7.0000000e+00  -1.0602588e+02
   1.3856250e-03  -2.6659559e+01  -8.9223207e+01
   1.3856875e-03  -5.4221282e+01  -1.0144757e+02
   1.3857500e-03  -5.8141433e+01  -4.5780218e+01
   1.3858125e-03  -7.4089274e+01  -6.1269394e+01
   1.3858750e-03  -6.7192311e+01  -2.7112565e+01
   1.3859375e-03  -1.2642566e+02  -5.0643725e+01
   1.3860000e-03  -1.2572690e+02   3.0000000e+00
   1.3860625e-03  -9.8932930e+01   1.8299109e+01
   1.3861250e-03  -1.0712153e+02   1.5521865e+01
   1.3861875e-03  -8.1174858e+01   6.8258604e+01
   1.3862500e-03  -9.9275910e+01   2.4019817e+01
   1.3863125e-03  -6.9687203e+01   6.7767193e+01
   1.3863750e-03  -3.6882843e+01   1.1603647e+02
   1.3864375e-03  -3.6511187e+01   7.9676627e+01
   1.3865000e-03   8.0000000e+00   1.0450561e+02
   1.3865625e-03   3.1832452e+01   1.1120986e+02
   1.3866250e-03   5.9106177e+01   1.1442251e+02
   1.3866875e-03   3.5861836e+01   1.0166718e+02
   1.3867500e-03   9.7196068e+01   1.0967453e+02
   1.3868125e-03   6.9395255e+01   6.5761741e+01
   1.3868750e-03   8.4791927e+01   1.0755884e+02
   1.3869375e-03   4.6577696e+01   4.5002625e+01
   1.3870000e-03   1.3636364e+01   9.2666114e+01
   1.3870625e-03   1.3435419e+01   5.9684672e+01
   1.3871250e-03  -3.0117959e+01   7.0890363e+01
   1.3871875e-03  -2.9533121e+01   1.3143709e+02
   1.3872500e-03  -2.6022583e+01   8.8999624e+01
   1.3873125e-03  -5.5465341e+01   9.2017801e+01
   1.3873750e-03  -6.9137168e+01   7.3339315e+01
   1.3874375e-03  -1.3047272e+02   5.6392861e+01
   1.3875000e-03  -7.3914658e+01   4.6033080e+01
   1.3875625e-03  -1.0157319e+02  -6.0000000e+00
   1.3876250e-03  -9.5238745e+01  -1.0000000e+00
   1.3876875e-03  -1.0489429e+02  -1.2000000e+01
   1.3877500e-03  -9.3249632e+01  -4.1286802e+01
   1.3878125e-03  -7.9821371e+01  -4.7807121e+01
   1.3878750e-03  -8.8673017e+01  -5.1726987e+01
   1.3879375e-03  -1.0699363e+02   8.0000000e+00
   1.3880000e-03  -1.0688041e+02  -2.6693454e+01
   1.3880625e-03  -1.0748249e+02  -1.5634788e+01
   1.3881250e-03  -1.1646189e+02   5.6967159e+01
   1.3881875e-03  -9.5872348e+01   4.0722190e+01
   1.3882500e-03  -8.9177227e+01   1.2093956e+02
   1.3883125e-03  -6.9305210e+01   1.0095997e+02
   1.3883750e-03  -2.8946489e+01   9.6186681e+01
   1.3884375e-03  -1.2000000e+01   1.1657704e+02
   1.3885000e-03  -3.0000000e+00   1.1924917e+02
   1.3885625e-03   1.0000000e+00   1.4272502e+02
   1.3886250e-03   5.0604370e+01   8.6559422e+01
   1.3886875e-03   4.9469566e+01   9.5430233e+01
   1.3887500e-03   7.3542728e+01   2.3828970e+01
   1.3888125e-03   9.2283517e+01   5.7343429e+01
   1.3888750e-03   5.3395821e+01   1.0474367e+02
   1.3889375e-03   5.5896159e+01   1.2422143e+02
   1.3890000e-03   5.6335670e+01   1.1161372e+02
   1.3890625e-03   1.4899035e+01   1.1210173e+02
   1.3891250e-03  -1.5362568e+01   1.0805186e+02
   1.3891875e-03  -1.0000000e+01   1.2524017e+02
   1.3892500e-03  -4.4043260e+01   1.1539104e+02
   1.3893125e-03  -4.0775190e+01   1.3103686e+02
   1.3893750e-03  -1.3190250e+01   1.0873404e+02
   1.3894375e-03  -2.7615825e+01   1.3688889e+02
   1.3895000e-03  -2.6505094e+01   1.0976117e+02
   1.3895625e-03   2.9902143e+01   1.2306217e+02
   1.3896250e-03   3.7650955e+01   9.9507452e+01
   1.3896875e-03   5.8390522e+01   9.3562964e+01
   1.3897500e-03   8.0105154e+01   6.0568925e+01
   1.3898125e-03   8.0141743e+01   5.0748632e+01
   1.3898750e-03   8.6891977e+01   1.5945369e+01
   1.3899375e-03   1.1378277e+02  -2.0000000e+00
   1.3900000e-03   1.1141342e+02  -2.1976966e+01
   1.3900625e-03   1.2984813e+02  -5.0000000e+00
   1.3901250e-03   9.7574298e+01  -8.2074449e+01
   1.3901875e-03   7.9271081e+01  -9.7485169e+01
   1.3902500e-03   7.4993333e+01  -9.3779889e+01
   1.3903125e-03   7.9884522e+01  -1.2429885e+02
   1.3903750e-03   1.0122522e+02  -9.7419653e+01
   1.3904375e-03   7.8913826e+01  -8.7203311e+01
   1.3905000e-03   9.3029975e+01  -6.2132839e+01
   1.3905625e-03   1.0877310e+02  -2.5620757e+01
   1.3906250e-03   1.1839265e+02  -2.8399933e+01
   1.3906875e-03   1.0776864e+02   1.1000000e+01
   1.3907500e-03   1.2335804e+02   3.5057974e+01
   1.3908125e-03   1.2404453e+02   9.0000000e+00
   1.3908750e-03   1.1516001e+02   6.0813829e+01
   1.3909375e-03   8.8778429e+01   5.2805883e+01
   1.3910000e-03   7.1875065e+01   1.1306556e+02
   1.3910625e-03   7.5686315e+01   6.8401604e+01
   1.3911250e-03   1.4670230e+01   1.1394524e+02
   1.3911875e-03  -2.7039018e+01   1.0525159e+02
   1.3912500e-03   1.0000000e+01   9.7345383e+01
   1.3913125e-03  -4.3173490e+01   9.6620091e+01
   1.3913750e-03  -4.0000000e+00   1.0145975e+02
   1.3914375e-03  -2.0797391e+01   1.5032744e+02
   1.3915000e-03   1.7861116e+01   1.4636286e+02
   1.3915625e-03   4.1216241e+01   1.1328032e+02
   1.3916250e-03   5.2851493e+01   9.5982713e+01
   1.3916875e-03   7.8527106e+01   9.3399075e+01
   1.3917500e-03   1.2132843e+02   3.3506791e+01
   1.3918125e-03   1.0717146e+02   3.4102285e+01
   1.3918750e-03   1.1142371e+02   4.0000000e+00
   1.3919375e-03   1.3698054e+02  -7.0000000e+00
   1.3920000e-03   8.6841882e+01   1.0000000e+00
   1.3920625e-03   9.1098032e+01  -8.3391722e+01
   1.3921250e-03   1.0143405e+02  -7.3560811e+01
   1.3921875e-03   5.6675331e+01  -8.9892075e+01
   1.3922500e-03   2.7382167e+01  -9.7893670e+01
   1.3923125e-03   5.5858035e+01  -1.4244866e+02
   1.3923750e-03   2.0966874e+01  -8.9204720e+01
   1.3924375e-03  -2.9768991e+01  -8.7178043e+01
   1.3925000e-03   1.2000000e+01  -1.3618544e+02
   1.3925625e-03  -7.1665436e+01  -1.3449141e+02
   1.3926250e-03  -6.9421641e+01  -1.0066965e+02
   1.3926875e-03  -9.5830995e+01  -1.3413390e+02
   1.3927500e-03  -1.2935410e+02  -4.6898124e+01
   1.3928125e-03  -1.2416016e+02  -6.7716143e+01
   1.3928750e-03  -1.5230806e+02  -6.9889560e+01
   1.3929375e-03  -8.2399542e+01  -5.4246736e+01
   1.3930000e-03  -1.1194026e+02  -9.7420546e+01
   1.3930625e-03  -5.9383299e+01  -9.2606283e+01
   1.3931250e-03  -3.3389701e+01  -8.9679845e+01
   1.3931875e-03  -3.0596132e+01  -1.1761650e+02
   1.3932500e-03   8.0000000e+00  -1.1568406e+02
   1.3933125e-03   8.4463360e+01  -1.1021102e+02
   1.3933750e-03   8.0411117e+01  -1.0237466e+02
   1.3934375e-03   7.5205961e+01  -1.1496674e+02
   1.3935000e-03   8.4738775e+01  -9.7460963e+01
   1.3935625e-03   1.0678008e+02  -7.5125704e+01
   1.3936250e-03   9.5392816e+01  -3.7336228e+01
   1.3936875e-03   1.3139656e+02   1.3000000e+01
   1.3937500e-03   1.1653687e+02   8.0000000e+00
   1.3938125e-03   7.8168015e+01  -2.3769293e+01
   1.3938750e-03   1.4105483e+02   4.8624568e+01
   1.3939375e-03   1.0768413e+02   4.7661768e+01
   1.3940000e-03   9.1975083e+01   1.1477423e+02
   1.3940625e-03   6.2101162e+01   7.6490712e+01
   1.3941250e-03   3.2903331e+01   9.1671773e+01
   1.3941875e-03   5.0000000e+00   1.1228600e+02
   1.3942500e-03  -6.2614433e+01   1.2097509e+02
   1.3943125e-03  -1.9674496e+01   1.1897871e+02
   1.3943750e-03   3.0000000e+00   1.1454612e+02
   1.3944375e-03  -7.4440186e+01   1.0557363e+02
   1.3945000e-03  -7.6152343e+01   7.0826824e+01
   1.3945625e-03  -7.3979505e+01   4.1813362e+01
   1.3946250e-03  -1.1053004e+02   4.6384142e+01
   1.3946875e-03  -9.4457458e+01  -5.0000000e+00
   1.3947500e-03  -9.7210854e+01   1.3453742e+01
   1.3948125e-03  -1.4521632e+02  -2.8546209e+01
   1.3948750e-03  -1.0475890e+02  -2.8487684e+01
   1.3949375e-03  -8.0617885e+01  -4.5069488e+01
   1.3950000e-03  -9.4094845e+01  -4.3272588e+01
   1.3950625e-03  -6.0408775e+01  -9.4246427e+01
   1.3951250e-03  -2.4462278e+01  -1.1372771e+02
   1.3951875e-03  -1.0000000e+01  -9.6486575e+01
   1.3952500e-03   1.2000000e+01  -7.5752461e+01
   1.3953125e-03   3.1540356e+01  -8.3296106e+01
   1.3953750e-03  -3.1879654e+01  -1.3841084e+02
   1.3954375e-03  -1.4252051e+01  -9.6703486e+01
   1.3955000e-03  -7.8889342e+01  -1.2730203e+02
   1.3955625e-03  -5.2794132e+01  -1.4470868e+02
   1.3956250e-03  -8.5305722e+01  -9.3267475e+01
   1.3956875e-03  -1.1703601e+02  -6.5478405e+01
   1.3957500e-03  -1.0212914e+02  -7.3581755e+01
   1.3958125e-03  -1.0660442e+02  -1.1000000e+01
   1.3958750e-03  -1.1002546e+02  -5.1146544e+01
   1.3959375e-03  -1.1732613e+02  -7.1490610e+01
   1.3960000e-03  -1.1798302e+02  -7.5189562e+01
   1.3960625e-03  -6.7362026e+01  -7.4357413e+01
   1.3961250e-03  -7.0094007e+01  -1.5333857e+02
   1.3961875e-03  -5.3458981e+01  -8.7154517e+01
   1.3962500e-03  -1.0000000e+00  -1.3000304e+02
   1.3963125e-03  -2.0560479e+01  -1.2792110e+02
   1.3963750e-03   4.0725927e+01  -1.1454684e+02
   1.3964375e-03   2.5933379e+01  -1.1973419e+02
   1.3965000e-03   1.2594229e+02  -9.3240701e+01
   1.3965625e-03   1.0398409e+02  -6.5585228e+01
   1.3966250e-03   1.1684544e+02  -3.7639069e+01
   1.3966875e-03   1.2604764e+02  -4.4738833e+01
   1.3967500e-03   1.5985519e+02  -2.5382989e+01
   1.3968125e-03   1.2787877e+02  -2.0000000e+00
   1.3968750e-03   1.4615052e+02   3.5865563e+01
   1.3969375e-03   1.2427975e+02   8.4609518e+01
   1.3970000e-03   5.1888637e+01   5.3326661e+01
   1.3970625e-03   7.4450108e+01   8.9050359e+01
   1.3971250e-03   3.8837233e+01   1.2892659e+02
   1.3971875e-03   6.7776427e+01   1.4472679e+02
   1.3972500e-03  -1.5432258e+01   8.6155622e+01
   1.3973125e-03   8.0000000e+00   9.3467892e+01
   1.3973750e-03  -5.0612828e+01   1.2979508e+02
   1.3974375e-03  -8.0172061e+01   8.9504036e+01
   1.3975000e-03  -7.3950078e+01   6.4549986e+01
   1.3975625e-03  -1.2696481e+02   4.4393040e+01
   1.3976250e-03  -1.2950042e+02   6.2503920e+01
   1.3976875e-03  -8.3523778e+01   2.3165218e+01
   1.3977500e-03  -1.3464030e+02  -1.3714361e+01
   1.3978125e-03  -1.3492674e+02  -2.2930236e+01
   1.3978750e-03  -1.4050415e+02   3.5179951e+01
   1.3979375e-03  -9.4642944e+01   7.8259985e+01
   1.3980000e-03  -6.5819901e+01   7.4931728e+01
   1.3980625e-03  -1.2144252e+02   7.6646879e+01
   1.3981250e-03  -8.9600728e+01   7.8693902e+01
   1.3981875e-03   3.0000000e+00   7.5247718e+01
   1.3982500e-03  -3.7811482e+01   6.8524314e+01
   1.3983125e-03  -5.1687584e+01   1.3906765e+02
   1.3983750e-03  -2.5895353e+01   1.2518986e+02
   1.3984375e-03  -7.7109496e+01   1.1443357e+02
   1.3985000e-03  -1.2844934e+02   1.5351146e+02
   1.3985625e-03  -9.1841623e+01   7.6853882e+01
   1.3986250e-03  -9.6382769e+01   4.4036825e+01
   1.3986875e-03  -1.4506360e+02   7.6572140e+01
   1.3987500e-03  -1.6429187e+02   5.0000000e+00
   1.3988125e-03  -1.7264270e+02  -3.2246007e+01
   1.3988750e-03  -9.7127998e+01   4.7427482e+01
   1.3989375e-03  -1.0569803e+02   5.6491470e+01
   1.3990000e-03  -8.6745394e+01   7.1281965e+01
   1.3990625e-03  -1.1715795e+02   7.8737670e+01
   1.3991250e-03  -5.8274923e+01   1.1623407e+02
   1.3991875e-03  -7.9656113e+01   1.3630651e+02
   1.3992500e-03  -5.1337827e+01   9.2373982e+01
   1.3993125e-03   1.3000000e+01   1.2869299e+02
   1.3993750e-03  -2.9327145e+01   9.8913856e+01
   1.3994375e-03  -7.4841629e+01   9.8458772e+01
   1.3995000e-03  -6.2853487e+01   1.1762776e+02
   1.3995625e-03  -9.0248086e+01   6.9657735e+01
   1.3996250e-03  -1.0638445e+02   1.1775831e+02
   1.3996875e-03  -7.8326961e+01   4.7608241e+01
   1.3997500e-03  -1.5881648e+02   6.3435956e+01
   1.3998125e-03  -1.1142870e+02   1.3143483e+01
   1.3998750e-03  -1.2112534e+02  -2.0033146e+01
   1.3999375e-03  -1.3399452e+02  -6.8709708e+01
   1.4000000e-03  -1.2667457e+02  -7.6274208e+01
   1.4000625e-03  -1.3153487e+02  -1.0301998e+02
   1.4001250e-03  -9.7680432e+01  -1.0888887e+02
   1.4001875e-03  -9.7029837e+01  -1.5521577e+02
   1.4002500e-03  -3.3525598e+01  -1.3897712e+02
   1.4003125e-03   6.0000000e+00  -1.3812121e+02
   1.4003750e-03   2.8985926e+01  -1.2599525e+02
   1.4004375e-03   3.0488630e+01  -1.0266779e+02
   1.4005000e-03   6.3810697e+01  -7.9913295e+01
   1.4005625e-03   7.8034621e+01  -1.1111687e+02
   1.4006250e-03   1.2489344e+02  -6.8179653e+01
   1.4006875e-03   1.1147862e+02  -3.4592286e+01
   1.4007500e-03   1.1972045e+02  -1.6681036e+01
   1.4008125e-03   1.3250981e+02  -1.1000000e+01
   1.4008750e-03   1.3301402e+02  -1.1000000e+01
   1.4009375e-03   3.7210509e+01  -4.9636654e+01
   1.4010000e-03   6.1615432e+01  -4.9426114e+01
   1.4010625e-03   8.3975366e+01  -1.1083037e+02
   1.4011250e-03   8.6990242e+01  -9.1165386e+01
   1.4011875e-03   2.7293422e+01  -8.7885235e+01
   1.4012500e-03   2.2111063e+01  -1.3153685e+02
   1.4013125e-03  -3.9608435e+01  -9.5091171e+01
   1.4013750e-03  -8.1366657e+01  -8.5679285e+01
   1.4014375e-03  -5.6274333e+01  -1.4033462e+02
   1.4015000e-03  -5.9349021e+01  -9.3688825e+01
   1.4015625e-03  -1.0898866e+02  -4.9133692e+01
   1.4016250e-03  -1.1579075e+02  -6.8207929e+01
   1.4016875e-03  -1.2950543e+02  -2.1757920e+01
   1.4017500e-03  -1.1566004e+02   1.2000000e+01
   1.4018125e-03  -1.1816719e+02   1.4419874e+01
   1.4018750e-03  -1.4880945e+02  -1.3436729e+01
   1.4019375e-03  -5.5982804e+01  -2.5667368e+01
   1.4020000e-03  -1.1679085e+02  -7.1989126e+01
   1.4020625e-03  -1.0959572e+02  -8.3840120e+01
   1.4021250e-03  -1.0209583e+02  -9.9663600e+01
   1.4021875e-03  -4.2643094e+01  -1.1174774e+02
   1.4022500e-03  -3.9085097e+01  -1.1565973e+02
   1.4023125e-03   8.0000000e+00  -9.8466358e+01
   1.4023750e-03   4.2711148e+01  -1.7422475e+02
   1.4024375e-03   2.5761554e+01  -1.2840445e+02
   1.4025000e-03   3.3567826e+01  -1.2795809e+02
   1.4025625e-03   6.5402620e+01  -8.9874807e+01
   1.4026250e-03   6.4266811e+01  -9.9744095e+01
   1.4026875e-03   6.9319292e+01  -7.1010906e+01
   1.4027500e-03   1.3645724e+02  -4.7233675e+01
   1.4028125e-03   1.5396654e+02  -3.0000000e+00
   1.4028750e-03   1.2820335e+02  -3.0290324e+01
   1.4029375e-03   1.4785400e+02  -8.0633045e+01
   1.4030000e-03   6.1093510e+01  -6.1368691e+01
   1.4030625e-03   4.5301781e+01  -9.5371970e+01
   1.4031250e-03   7.8572132e+01  -8.0910816e+01
   1.4031875e-03   7.4659969e+01  -1.1540857e+02
   1.4032500e-03  -6.0000000e+00  -1.1123924e+02
   1.4033125e-03  -1.7355839e+01  -1.3222572e+02
   1.4033750e-03   4.0372705e+01  -6.4993612e+01
   1.4034375e-03   3.7340862e+01  -1.3272434e+02
   1.4035000e-03   4.7795650e+01  -7.5487554e+01
   1.4035625e-03   6.3302522e+01  -7.2158836e+01
   1.4036250e-03   9.6578340e+01  -1.0585558e+02
   1.4036875e-03   9.7112872e+01  -4.7287922e+01
   1.4037500e-03   9.1352701e+01   1.0000000e+00
   1.4038125e-03   1.2221907e+02  -4.7448823e+01
   1.4038750e-03   1.3785388e+02   2.0000000e+00
   1.4039375e-03   1.3399354e+02   1.8101691e+01
   1.4040000e-03   1.4132126e+02   3.1752751e+01
   1.4040625e-03   9.0742893e+01   3.6511791e+01
   1.4041250e-03   1.0013030e+02   8.6869958e+01
   1.4041875e-03   4.8906024e+01   1.1663537e+02
   1.4042500e-03   1.0126556e+02   7.8687300e+01
   1.4043125e-03   3.3961295e+01   1.1027436e+02
   1.4043750e-03   4.0004832e+01   1.2298487e+02
   1.4044375e-03   5.5472371e+01   8.8523787e+01
   1.4045000e-03   1.0199979e+02   7.2692930e+01
   1.4045625e-03   8.0455055e+01   5.0608763e+01
   1.4046250e-03   1.1125740e+02   4.1784607e+01
   1.4046875e-03   1.0451175e+02   4.0000000e+00
   1.4047500e-03   1.2401621e+02   8.0000000e+00
   1.4048125e-03   1.4821784e+02  -1.0000000e+01
   1.4048750e-03   1.1240879e+02  -3.9006882e+01
   1.4049375e-03   1.0789377e+02  -7.7211236e+01
   1.4050000e-03   6.3430694e+01  -6.1444888e+01
   1.4050625e-03   8.6092323e+01  -1.3370495e+02
   1.4051250e-03   4.2337605e+01  -1.4224676e+02
   1.4051875e-03   4.4986637e+01  -1.2472145e+02
   1.4052500e-03  -2.6693747e+01  -1.6536558e+02
   1.4053125e-03   2.0000000e+00  -1.0677950e+02
   1.4053750e-03   7.0000000e+00  -1.2158938e+02
   1.4054375e-03   4.2972122e+01  -1.2879349e+02
   1.4055000e-03   4.9058949e+01  -1.1987846e+02
   1.4055625e-03   8.6813647e+01  -6.5246921e+01
   1.4056250e-03   1.0107266e+02  -1.3399704e+02
   1.4056875e-03   9.3960440e+01  -7.0169393e+01
   1.4057500e-03   1.1624161e+02  -6.5936135e+01
   1.4058125e-03   1.0852526e+02  -1.5440464e+01
   1.4058750e-03   1.2485046e+02  -1.3231701e+01
   1.4059375e-03   5.2704768e+01   1.8557438e+01
   1.4060000e-03   9.9145852e+01   5.0200109e+01
   1.4060625e-03   1.1153308e+02   6.2071675e+01
   1.4061250e-03   7.7168865e+01   1.1544636e+02
   1.4061875e-03   6.4558122e+01   9.3450812e+01
   1.4062500e-03   4.7012768e+01   1.5161520e+02
   1.4063125e-03   3.9188327e+01   1.0494791e+02
   1.4063750e-03   1.7986424e+01   1.2513443e+02
