#	snr = 15db, deltaF1 = 0, deltaF2 = 0, length = 60 bytes
#	time			In-phase		Quad-phase
   6.3356250e-04   1.0000000e+00  -6.0000000e+00
   6.3362500e-04   0.0000000e+00  -1.1000000e+01
   6.3368750e-04   1.1000000e+01  -8.0000000e+00
   6.3375000e-04  -5.0000000e+00  -3.0000000e+00
   6.3381250e-04   2.0000000e+00   9.0000000e+00
   6.3387500e-04  -1.0000000e+00   1.0000000e+00
   6.3393750e-04   1.2000000e+01  -6.0000000e+00
   6.3400000e-04  -6.0000000e+00   9.0000000e+00
   6.3406250e-04  -1.2000000e+01   1.0000000e+00
   6.3412500e-04  -8.0000000e+00  -5.0000000e+00
   6.3418750e-04   1.3000000e+01   5.0000000e+00
   6.3425000e-04   5.0000000e+00   1.0000000e+01
   6.3431250e-04  -6.0000000e+00  -1.2000000e+01
   6.3437500e-04   1.0000000e+01  -3.0000000e+00
   6.3443750e-04  -5.0000000e+00   5.0000000e+00
   6.3450000e-04   9.0000000e+00  -1.0000000e+00
   6.3456250e-04   4.0000000e+00  -3.0000000e+00
   6.3462500e-04   1.3000000e+01  -8.0000000e+00
   6.3468750e-04   4.0000000e+00  -1.2000000e+01
   6.3475000e-04  -5.0000000e+00  -4.0000000e+00
   6.3481250e-04  -1.0000000e+00  -1.0000000e+01
   6.3487500e-04   9.0000000e+00   1.1000000e+01
   6.3493750e-04   2.0000000e+00  -6.0000000e+00
   6.3500000e-04  -4.0000000e+00   3.0000000e+00
   6.3506250e-04  -3.0000000e+00  -3.0000000e+00
   6.3512500e-04  -1.0000000e+00   5.0000000e+00
   6.3518750e-04  -7.0000000e+00  -4.0000000e+00
   6.3525000e-04   5.0000000e+00   1.1000000e+01
   6.3531250e-04   1.8437540e+01   5.0000000e+00
   6.3537500e-04   4.0000000e+00   6.0000000e+00
   6.3543750e-04   1.3887501e+01  -3.0000000e+00
   6.3550000e-04   3.0000000e+00   4.0000000e+00
   6.3556250e-04  -1.0000000e+01  -7.0000000e+00
   6.3562500e-04  -9.0000000e+00  -8.0000000e+00
   6.3568750e-04   9.0000000e+00   1.0000000e+00
   6.3575000e-04  -2.0000000e+00  -1.0000000e+00
   6.3581250e-04  -9.0000000e+00  -1.5354204e+01
   6.3587500e-04  -9.0000000e+00   7.0000000e+00
   6.3593750e-04   1.2000000e+01  -2.0000000e+00
   6.3600000e-04   0.0000000e+00   1.3000000e+01
   6.3606250e-04  -3.0000000e+00   6.0000000e+00
   6.3612500e-04   1.5378700e+01   2.0000000e+00
   6.3618750e-04   1.1000000e+01   5.0000000e+00
   6.3625000e-04   2.1595636e+01   1.1000000e+01
   6.3631250e-04   1.5892446e+01  -8.0000000e+00
   6.3637500e-04   2.0717408e+01   1.2000000e+01
   6.3643750e-04   1.7008833e+01  -2.0000000e+00
   6.3650000e-04   2.0777537e+01  -7.0000000e+00
   6.3656250e-04   1.5035636e+01   1.3280737e+01
   6.3662500e-04   2.1045493e+01   1.3429646e+01
   6.3668750e-04   1.5535766e+01   1.3428240e+01
   6.3675000e-04  -5.0000000e+00   2.0757253e+01
   6.3681250e-04  -1.1000000e+01   2.4364229e+01
   6.3687500e-04  -7.0000000e+00   2.1234685e+01
   6.3693750e-04  -5.0000000e+00   1.7592697e+01
   6.3700000e-04   1.8784207e+01   1.5251569e+01
   6.3706250e-04   2.0301535e+01   1.0000000e+00
   6.3712500e-04   2.6052421e+01  -1.0000000e+01
   6.3718750e-04   2.8174484e+01  -1.0000000e+00
   6.3725000e-04   3.5504016e+01   3.0000000e+00
   6.3731250e-04   2.2893659e+01   9.0000000e+00
   6.3737500e-04   2.3340775e+01   6.0000000e+00
   6.3743750e-04   2.3895095e+01  -9.0000000e+00
   6.3750000e-04   2.9617346e+01   1.3784046e+01
   6.3756250e-04   2.0287552e+01   1.6359731e+01
   6.3762500e-04   1.7289369e+01   2.0697813e+01
   6.3768750e-04   1.4215889e+01   2.2834140e+01
   6.3775000e-04  -1.2000000e+01   2.4225552e+01
   6.3781250e-04  -4.0000000e+00   2.6052966e+01
   6.3787500e-04   8.0000000e+00   3.2488127e+01
   6.3793750e-04   1.2000000e+01   2.5561898e+01
   6.3800000e-04  -1.5289608e+01   3.1010051e+01
   6.3806250e-04  -2.3404917e+01   2.5691827e+01
   6.3812500e-04   0.0000000e+00   2.2130711e+01
   6.3818750e-04  -2.3732877e+01   1.3764204e+01
   6.3825000e-04  -3.8339552e+01  -3.0000000e+00
   6.3831250e-04  -3.3052369e+01   0.0000000e+00
   6.3837500e-04  -2.6765561e+01   1.6696899e+01
   6.3843750e-04  -2.7425565e+01   2.0830640e+01
   6.3850000e-04  -2.3445483e+01   2.7780577e+01
   6.3856250e-04   6.0000000e+00   2.8507591e+01
   6.3862500e-04  -1.4405017e+01   2.0587293e+01
   6.3868750e-04   1.1000000e+01   3.1563826e+01
   6.3875000e-04   1.3156483e+01   4.0961124e+01
   6.3881250e-04   1.6537069e+01   3.5138115e+01
   6.3887500e-04   1.4274396e+01   2.8900677e+01
   6.3893750e-04   2.1513397e+01   2.3320510e+01
   6.3900000e-04   3.1607546e+01   1.8192544e+01
   6.3906250e-04   2.7054943e+01   1.9195536e+01
   6.3912500e-04   3.8088352e+01  -1.1000000e+01
   6.3918750e-04   2.6246048e+01  -3.0000000e+00
   6.3925000e-04   2.9101240e+01   6.0000000e+00
   6.3931250e-04   3.5895782e+01  -2.0000000e+00
   6.3937500e-04   3.2290999e+01  -3.0000000e+00
   6.3943750e-04   3.6649202e+01  -9.0000000e+00
   6.3950000e-04   3.6750080e+01   4.0000000e+00
   6.3956250e-04   2.7615828e+01  -5.0000000e+00
   6.3962500e-04   3.1222596e+01   2.4634745e+01
   6.3968750e-04   3.4460063e+01   3.1370938e+01
   6.3975000e-04  -4.0000000e+00   3.3988157e+01
   6.3981250e-04  -1.0000000e+01   2.8933795e+01
   6.3987500e-04  -6.0000000e+00   3.2226003e+01
   6.3993750e-04   1.1000000e+01   4.4932120e+01
   6.4000000e-04  -6.0000000e+00   3.7770586e+01
   6.4006250e-04   6.0000000e+00   3.4845556e+01
   6.4012500e-04   9.0000000e+00   2.9077307e+01
   6.4018750e-04  -2.7496112e+01   3.1461083e+01
   6.4025000e-04  -1.6146776e+01   2.1343863e+01
   6.4031250e-04  -3.9461610e+01   1.7033073e+01
   6.4037500e-04  -2.9813820e+01  -9.0000000e+00
   6.4043750e-04  -4.3254821e+01  -1.3000000e+01
   6.4050000e-04  -3.5054400e+01  -2.1749553e+01
   6.4056250e-04  -2.7524030e+01  -1.4788860e+01
   6.4062500e-04  -4.1268764e+01  -1.4685659e+01
   6.4068750e-04  -2.8273748e+01  -2.9749996e+01
   6.4075000e-04  -1.5302196e+01  -4.2176279e+01
   6.4081250e-04  -1.8221135e+01  -4.5133165e+01
   6.4087500e-04  -2.4900580e+01  -5.0556325e+01
   6.4093750e-04  -2.7255940e+01  -3.3783563e+01
   6.4100000e-04  -3.2709104e+01  -2.2559740e+01
   6.4106250e-04  -2.1879182e+01  -1.7783084e+01
   6.4112500e-04  -3.2650381e+01  -1.5807962e+01
   6.4118750e-04  -3.7361301e+01   8.0000000e+00
   6.4125000e-04  -4.4540993e+01   2.3142169e+01
   6.4131250e-04  -3.7604290e+01   3.0366750e+01
   6.4137500e-04  -3.4656567e+01   4.5564792e+01
   6.4143750e-04  -3.0522374e+01   2.3474740e+01
   6.4150000e-04  -1.7636515e+01   2.4181458e+01
   6.4156250e-04  -2.1158706e+01   4.7219210e+01
   6.4162500e-04  -1.7225243e+01   5.4665172e+01
   6.4168750e-04   1.0000000e+00   5.4048003e+01
   6.4175000e-04   1.1000000e+01   4.8361341e+01
   6.4181250e-04   1.7285813e+01   4.4800645e+01
   6.4187500e-04   1.7196460e+01   4.3096529e+01
   6.4193750e-04   3.5177955e+01   1.6288893e+01
   6.4200000e-04   4.4956782e+01   1.8353849e+01
   6.4206250e-04   4.4024756e+01   2.0799411e+01
   6.4212500e-04   3.8832389e+01  -1.1000000e+01
   6.4218750e-04   5.3676087e+01  -4.0000000e+00
   6.4225000e-04   4.3691404e+01  -8.0000000e+00
   6.4231250e-04   4.9436432e+01  -1.9373357e+01
   6.4237500e-04   6.0286712e+01  -3.2502777e+01
   6.4243750e-04   5.5092996e+01  -2.6410599e+01
   6.4250000e-04   2.0904458e+01  -4.5133552e+01
   6.4256250e-04   2.2529070e+01  -2.4427505e+01
   6.4262500e-04   1.5771794e+01  -3.7463274e+01
   6.4268750e-04   4.0000000e+00  -4.4591483e+01
   6.4275000e-04  -2.6182071e+01  -6.8419400e+01
   6.4281250e-04  -1.9734113e+01  -5.7924998e+01
   6.4287500e-04  -3.9090505e+01  -5.6024232e+01
   6.4293750e-04  -2.9446372e+01  -4.0818937e+01
   6.4300000e-04  -5.6750269e+01  -3.5905664e+01
   6.4306250e-04  -4.1795356e+01  -2.8810716e+01
   6.4312500e-04  -5.2978488e+01   2.0000000e+00
   6.4318750e-04  -7.5452351e+01   1.0000000e+01
   6.4325000e-04  -7.0548111e+01  -2.0000000e+00
   6.4331250e-04  -4.9284683e+01   1.6589186e+01
   6.4337500e-04  -4.9963157e+01  -5.0000000e+00
   6.4343750e-04  -5.1938154e+01   1.0000000e+00
   6.4350000e-04  -8.1939886e+01  -1.0000000e+00
   6.4356250e-04  -7.5659724e+01  -7.0000000e+00
   6.4362500e-04  -5.4262731e+01  -2.4432445e+01
   6.4368750e-04  -5.4014952e+01  -4.7584013e+01
   6.4375000e-04  -4.0443845e+01  -4.1620218e+01
   6.4381250e-04  -4.2653450e+01  -3.3032633e+01
   6.4387500e-04  -4.2579696e+01  -4.5004699e+01
   6.4393750e-04  -3.8465525e+01  -2.8637105e+01
   6.4400000e-04  -4.1885300e+01  -3.9428965e+01
   6.4406250e-04  -6.9660819e+01   1.2000000e+01
   6.4412500e-04  -6.8709078e+01  -1.8100416e+01
   6.4418750e-04  -6.5331614e+01  -8.0000000e+00
   6.4425000e-04  -6.4035934e+01   2.9665264e+01
   6.4431250e-04  -4.5375766e+01   1.0000000e+00
   6.4437500e-04  -6.4930069e+01   3.2514813e+01
   6.4443750e-04  -4.6024392e+01   4.7207681e+01
   6.4450000e-04  -4.7972955e+01   6.5894868e+01
   6.4456250e-04   5.0000000e+00   7.2360421e+01
   6.4462500e-04  -1.1000000e+01   5.0509766e+01
   6.4468750e-04   1.0000000e+00   8.9916854e+01
   6.4475000e-04   1.7383069e+01   6.0864219e+01
   6.4481250e-04   2.5195140e+01   5.3107581e+01
   6.4487500e-04  -1.1000000e+01   6.3165369e+01
   6.4493750e-04   3.5096981e+01   7.9958213e+01
   6.4500000e-04  -1.4947929e+01   6.5777451e+01
   6.4506250e-04  -1.6914398e+01   8.7494345e+01
   6.4512500e-04  -1.6187109e+01   5.5424801e+01
   6.4518750e-04  -5.1427442e+01   5.5789151e+01
   6.4525000e-04  -2.8139797e+01   4.3603043e+01
   6.4531250e-04  -6.0206345e+01   4.0097085e+01
   6.4537500e-04  -5.5249658e+01   5.0097313e+01
   6.4543750e-04  -1.6592542e+01   4.9124275e+01
   6.4550000e-04  -2.7883343e+01   5.6988246e+01
   6.4556250e-04   2.0000000e+00   8.1834010e+01
   6.4562500e-04   7.0000000e+00   7.4427899e+01
   6.4568750e-04   1.6394169e+01   7.8942765e+01
   6.4575000e-04   3.3948631e+01   7.5728779e+01
   6.4581250e-04   3.6654380e+01   4.6478786e+01
   6.4587500e-04   6.8408594e+01   6.0376363e+01
   6.4593750e-04   7.6131960e+01   4.3117327e+01
   6.4600000e-04   6.2909370e+01   1.7661393e+01
   6.4606250e-04   8.0475400e+01   1.0000000e+01
   6.4612500e-04   8.8661042e+01  -2.6840107e+01
   6.4618750e-04   9.3378418e+01   1.0000000e+01
   6.4625000e-04   7.2526097e+01  -3.3910138e+01
   6.4631250e-04   8.0748811e+01  -4.2488661e+01
   6.4637500e-04   6.2003503e+01  -2.5487150e+01
   6.4643750e-04   8.0409355e+01  -1.8405052e+01
   6.4650000e-04   6.3813133e+01   4.0000000e+00
   6.4656250e-04   7.8099515e+01  -2.0000000e+00
   6.4662500e-04   7.1209972e+01   2.1943669e+01
   6.4668750e-04   8.6005280e+01   6.3079715e+01
   6.4675000e-04   5.7940742e+01   6.3596212e+01
   6.4681250e-04   5.2453582e+01   6.4696675e+01
   6.4687500e-04   2.6358885e+01   8.2544202e+01
   6.4693750e-04   6.6067750e+01   7.9158674e+01
   6.4700000e-04  -3.0000000e+00   8.5413323e+01
   6.4706250e-04  -2.5749942e+01   9.9073129e+01
   6.4712500e-04  -3.3183230e+01   6.8738382e+01
   6.4718750e-04  -3.9138954e+01   6.7182961e+01
   6.4725000e-04  -5.8260764e+01   4.6132097e+01
   6.4731250e-04  -6.3566438e+01   5.9108675e+01
   6.4737500e-04  -5.8890059e+01   5.3712856e+01
   6.4743750e-04  -3.6171103e+01   9.1127476e+01
   6.4750000e-04  -2.8300765e+01   9.5939907e+01
   6.4756250e-04   2.0000000e+00   6.5997752e+01
   6.4762500e-04  -5.0000000e+00   8.0356820e+01
   6.4768750e-04   2.0828062e+01   5.2870146e+01
   6.4775000e-04   4.5414153e+01   7.9914852e+01
   6.4781250e-04   6.3020139e+01   6.8138762e+01
   6.4787500e-04   5.7926545e+01   5.2945165e+01
   6.4793750e-04   6.8868723e+01   7.9403028e+01
   6.4800000e-04   8.0066706e+01   3.2415200e+01
   6.4806250e-04   9.8983041e+01   5.0000000e+00
   6.4812500e-04   8.3279810e+01  -1.3000000e+01
   6.4818750e-04   1.0197632e+02  -3.0517122e+01
   6.4825000e-04   6.9714586e+01  -5.2604052e+01
   6.4831250e-04   6.9524426e+01  -6.1480957e+01
   6.4837500e-04   1.9266879e+01  -5.7380364e+01
   6.4843750e-04   2.9715538e+01  -9.2089149e+01
   6.4850000e-04  -9.0000000e+00  -9.7500275e+01
   6.4856250e-04  -4.0000000e+00  -5.5923023e+01
   6.4862500e-04  -2.2328113e+01  -1.1409196e+02
   6.4868750e-04  -1.2000000e+01  -5.6900853e+01
   6.4875000e-04  -1.4771854e+01  -8.2715518e+01
   6.4881250e-04  -6.6180907e+01  -9.7634319e+01
   6.4887500e-04  -5.0268579e+01  -6.9046651e+01
   6.4893750e-04  -2.7685052e+01  -6.3390059e+01
   6.4900000e-04  -1.5982476e+01  -9.6256411e+01
   6.4906250e-04   2.0484877e+01  -8.5001218e+01
   6.4912500e-04   4.0000000e+00  -9.3750615e+01
   6.4918750e-04   3.5192227e+01  -7.6003657e+01
   6.4925000e-04   6.8711524e+01  -5.5366946e+01
   6.4931250e-04   5.8224871e+01  -4.6924344e+01
   6.4937500e-04   9.7035949e+01  -4.1990302e+01
   6.4943750e-04   8.4677110e+01  -3.3003296e+01
   6.4950000e-04   7.8081661e+01  -2.1963581e+01
   6.4956250e-04   6.6690704e+01   3.3504518e+01
   6.4962500e-04   7.3276120e+01   3.2559704e+01
   6.4968750e-04   1.0507558e+02   5.8958201e+01
   6.4975000e-04   6.9167836e+01   3.6235841e+01
   6.4981250e-04   7.6592029e+01   5.2026971e+01
   6.4987500e-04   2.9443249e+01   6.1739766e+01
   6.4993750e-04   6.2732118e+01   9.1344948e+01
   6.5000000e-04   2.7472864e+01   9.3588867e+01
   6.5006250e-04   4.9498366e+01   7.3165214e+01
   6.5012500e-04  -2.8275910e+01   9.4774507e+01
   6.5018750e-04  -2.7508132e+01   8.8338644e+01
   6.5025000e-04  -3.6168030e+01   9.3035276e+01
   6.5031250e-04  -6.3979227e+01   5.9418680e+01
   6.5037500e-04  -8.3797346e+01   7.4902661e+01
   6.5043750e-04  -9.9226808e+01   1.9791109e+01
   6.5050000e-04  -9.9448064e+01   2.3483517e+01
   6.5056250e-04  -9.5646353e+01   1.0000000e+00
   6.5062500e-04  -1.0230912e+02  -2.0376283e+01
   6.5068750e-04  -1.0977146e+02  -4.6341982e+01
   6.5075000e-04  -6.8432158e+01  -5.3586755e+01
   6.5081250e-04  -7.8569998e+01  -4.6706457e+01
   6.5087500e-04  -2.2711147e+01  -9.5912247e+01
   6.5093750e-04  -3.1443530e+01  -7.0352656e+01
   6.5100000e-04  -3.0522397e+01  -1.0482964e+02
   6.5106250e-04   1.2000000e+01  -8.6877735e+01
   6.5112500e-04   1.3563702e+01  -9.0441239e+01
   6.5118750e-04   5.0295628e+01  -8.0856388e+01
   6.5125000e-04   8.0466073e+01  -9.5496314e+01
   6.5131250e-04   5.7037511e+01  -8.5112220e+01
   6.5137500e-04   5.4244117e+01  -8.0715812e+01
   6.5143750e-04   9.0845326e+01  -6.9811611e+01
   6.5150000e-04   1.0921022e+02  -1.8917854e+01
   6.5156250e-04   9.5090435e+01  -1.0000000e+01
   6.5162500e-04   8.3138069e+01   2.0950359e+01
   6.5168750e-04   8.4200182e+01   2.0532193e+01
   6.5175000e-04   7.7750937e+01   3.8815774e+01
   6.5181250e-04   8.5871917e+01   6.1617932e+01
   6.5187500e-04   7.4866675e+01   8.0282578e+01
   6.5193750e-04   1.1413204e+02   1.7693424e+01
   6.5200000e-04   8.9206736e+01   2.4875197e+01
   6.5206250e-04   1.1940711e+02  -1.1000000e+01
   6.5212500e-04   8.8107228e+01  -2.6614177e+01
   6.5218750e-04   8.5093197e+01  -4.5640574e+01
   6.5225000e-04   6.0614538e+01  -7.2200169e+01
   6.5231250e-04   7.2562312e+01  -8.5260024e+01
   6.5237500e-04   3.2927890e+01  -7.6955234e+01
   6.5243750e-04   2.2485559e+01  -1.1938989e+02
   6.5250000e-04   2.5057233e+01  -1.0602071e+02
   6.5256250e-04  -3.0000000e+00  -9.1700391e+01
   6.5262500e-04   2.0000000e+00  -9.0505880e+01
   6.5268750e-04  -5.1537621e+01  -7.0346516e+01
   6.5275000e-04  -4.6062313e+01  -8.7354795e+01
   6.5281250e-04  -8.0123659e+01  -6.6914985e+01
   6.5287500e-04  -9.6602179e+01  -6.9666841e+01
   6.5293750e-04  -1.1581116e+02  -3.7710047e+01
   6.5300000e-04  -8.3759246e+01  -1.9023267e+01
   6.5306250e-04  -7.6100813e+01   2.8230106e+01
   6.5312500e-04  -1.1660442e+02   7.4046387e+01
   6.5318750e-04  -6.7259616e+01   5.4857933e+01
   6.5325000e-04  -7.6235111e+01   5.5476305e+01
   6.5331250e-04  -9.0338952e+01   1.3464296e+02
   6.5337500e-04  -8.6210310e+01   7.7149775e+01
   6.5343750e-04  -8.6982181e+01   2.8673830e+01
   6.5350000e-04  -5.8920992e+01  -8.0000000e+00
   6.5356250e-04  -1.0239047e+02  -2.0000000e+00
   6.5362500e-04  -1.6447875e+02  -1.9633231e+01
   6.5368750e-04  -7.2658943e+01  -8.0000000e+00
   6.5375000e-04  -1.0029917e+02  -4.4770441e+01
   6.5381250e-04  -8.7461253e+01  -4.4881459e+01
   6.5387500e-04  -9.8158388e+01  -5.3608094e+01
   6.5393750e-04  -1.0863075e+02  -3.0000000e+00
   6.5400000e-04  -1.1158260e+02  -1.0000000e+00
   6.5406250e-04  -1.1198508e+02   3.0989671e+01
   6.5412500e-04  -1.0917699e+02   4.3190726e+01
   6.5418750e-04  -9.5455014e+01   3.3099519e+01
   6.5425000e-04  -8.0903939e+01   6.9523638e+01
   6.5431250e-04  -4.8332476e+01   8.4052332e+01
   6.5437500e-04  -2.2623481e+01   6.6168455e+01
   6.5443750e-04  -1.3592437e+01   1.5220156e+02
   6.5450000e-04   4.4867334e+01   1.4901645e+02
   6.5456250e-04   1.3000000e+01   9.5852370e+01
   6.5462500e-04   3.5337808e+01   7.9838857e+01
   6.5468750e-04   5.1052508e+01   6.7553085e+01
   6.5475000e-04   6.0559192e+01   6.7145663e+01
   6.5481250e-04   9.7139199e+01   4.4012712e+01
   6.5487500e-04   1.1291689e+02   3.1520824e+01
   6.5493750e-04   1.0082075e+02   3.2652949e+01
   6.5500000e-04   9.0414004e+01  -2.3541888e+01
   6.5506250e-04   1.4641202e+02  -3.6632314e+01
   6.5512500e-04   1.1491736e+02  -3.7805187e+01
   6.5518750e-04   7.6414074e+01  -8.3935307e+01
   6.5525000e-04   6.2697766e+01  -7.3015425e+01
   6.5531250e-04   4.2969248e+01  -9.1618295e+01
   6.5537500e-04   4.6869466e+01  -1.2487737e+02
   6.5543750e-04  -1.1000000e+01  -9.0865742e+01
   6.5550000e-04  -2.4662156e+01  -1.0755543e+02
   6.5556250e-04   7.0000000e+00  -1.2759263e+02
   6.5562500e-04  -5.7525802e+01  -9.6478103e+01
   6.5568750e-04  -6.3984603e+01  -9.4475388e+01
   6.5575000e-04  -9.9621929e+01  -5.8570425e+01
   6.5581250e-04  -9.2976703e+01  -6.6902911e+01
   6.5587500e-04  -6.5730977e+01  -9.7533413e+01
   6.5593750e-04  -9.2451102e+01  -7.2131891e+01
   6.5600000e-04  -1.7315173e+01  -1.0439024e+02
   6.5606250e-04  -1.9668811e+01  -1.0416263e+02
   6.5612500e-04  -5.4539509e+01  -1.4535685e+02
   6.5618750e-04  -4.0000000e+00  -1.1732017e+02
   6.5625000e-04   6.7937049e+01  -1.4728951e+02
   6.5631250e-04   8.5266866e+01  -1.2170556e+02
   6.5637500e-04   9.0000000e+00  -1.1108784e+02
   6.5643750e-04   3.9254291e+01  -9.2333277e+01
   6.5650000e-04  -1.3677039e+01  -1.1203302e+02
   6.5656250e-04  -4.7351007e+01  -1.4919315e+02
   6.5662500e-04  -6.8977698e+01  -9.0925294e+01
   6.5668750e-04  -6.7562080e+01  -1.2769656e+02
   6.5675000e-04  -5.4889466e+01  -6.8283023e+01
   6.5681250e-04  -1.4206136e+02  -6.9228062e+01
   6.5687500e-04  -1.0656301e+02  -7.3394920e+01
   6.5693750e-04  -6.7081604e+01  -8.4741546e+01
   6.5700000e-04  -4.5090025e+01  -8.9929992e+01
   6.5706250e-04  -7.6627412e+01  -1.0333407e+02
   6.5712500e-04   2.0389898e+01  -1.2537254e+02
   6.5718750e-04  -3.0000000e+00  -1.4466275e+02
   6.5725000e-04  -1.0000000e+01  -1.0195766e+02
   6.5731250e-04   4.0825860e+01  -1.0392121e+02
   6.5737500e-04   5.1486244e+01  -1.2318140e+02
   6.5743750e-04   1.4166175e+01  -1.0917247e+02
   6.5750000e-04  -1.3000000e+01  -1.4285809e+02
   6.5756250e-04  -3.1104659e+01  -8.5670416e+01
   6.5762500e-04  -7.6279602e+01  -9.2358715e+01
   6.5768750e-04  -4.4313932e+01  -8.3956512e+01
   6.5775000e-04  -9.5987189e+01  -5.9774064e+01
   6.5781250e-04  -1.5454925e+02  -3.1928974e+01
   6.5787500e-04  -1.2989273e+02  -3.4578651e+01
   6.5793750e-04  -1.3824469e+02  -4.0000000e+00
   6.5800000e-04  -1.4179451e+02   2.4884682e+01
   6.5806250e-04  -1.0312884e+02   6.6350485e+01
   6.5812500e-04  -1.3416437e+02   8.6030071e+01
   6.5818750e-04  -9.2146844e+01   1.0396202e+02
   6.5825000e-04  -8.1608793e+01   1.3021688e+02
   6.5831250e-04  -6.5525089e+01   1.1665885e+02
   6.5837500e-04  -2.3830990e+01   1.2501251e+02
   6.5843750e-04   1.0000000e+00   1.0400500e+02
   6.5850000e-04   5.4844628e+01   1.4304069e+02
   6.5856250e-04   3.2335835e+01   5.8673851e+01
   6.5862500e-04   6.5695812e+01   1.1623311e+02
   6.5868750e-04   8.9775961e+01   4.1572462e+01
   6.5875000e-04   1.0195578e+02   4.6063120e+01
   6.5881250e-04   7.7132672e+01   2.8049289e+01
   6.5887500e-04   1.2459247e+02   4.9772290e+01
   6.5893750e-04   1.0470464e+02   4.6334269e+01
   6.5900000e-04   8.5364502e+01   1.2009200e+02
   6.5906250e-04   5.2663390e+01   1.3785812e+02
   6.5912500e-04   2.2142040e+01   8.2788325e+01
   6.5918750e-04  -2.5005618e+01   1.2624620e+02
   6.5925000e-04  -4.5254392e+01   1.6197439e+02
   6.5931250e-04  -3.9640132e+01   1.4357918e+02
   6.5937500e-04  -7.6157071e+01   7.4548723e+01
   6.5943750e-04  -9.1208821e+01   1.0558120e+02
   6.5950000e-04  -1.4929715e+02   8.4447794e+01
   6.5956250e-04  -1.3057935e+02   5.3819451e+01
   6.5962500e-04  -1.0503529e+02   2.9685611e+01
   6.5968750e-04  -8.9949151e+01  -2.6462980e+01
   6.5975000e-04  -8.4697324e+01  -2.5244184e+01
   6.5981250e-04  -1.0573459e+02  -3.5549035e+01
   6.5987500e-04  -8.5818965e+01  -9.3187470e+01
   6.5993750e-04  -1.1711951e+02  -6.8653797e+01
   6.6000000e-04  -1.1953595e+02  -9.5598258e+01
   6.6006250e-04  -3.5093642e+01  -1.0127697e+02
   6.6012500e-04  -2.4449401e+01  -1.0773931e+02
   6.6018750e-04   7.0000000e+00  -1.0851477e+02
   6.6025000e-04   3.3556021e+01  -1.4109271e+02
   6.6031250e-04   2.1177819e+01  -1.0170271e+02
   6.6037500e-04   7.1259914e+01  -6.9901006e+01
   6.6043750e-04   1.0241769e+02  -1.0746639e+02
   6.6050000e-04   8.2830486e+01  -6.3512782e+01
   6.6056250e-04   9.5864945e+01  -6.8246819e+01
   6.6062500e-04   1.1697920e+02  -4.3272257e+01
   6.6068750e-04   1.3751703e+02  -1.7715117e+01
   6.6075000e-04   1.4948391e+02   6.0000000e+00
   6.6081250e-04   1.3912402e+02   3.6518453e+01
   6.6087500e-04   9.0087699e+01  -2.9910029e+01
   6.6093750e-04   1.3087693e+02  -2.5189299e+01
   6.6100000e-04   5.1314350e+01  -5.5566846e+01
   6.6106250e-04   6.3607447e+01  -3.7089003e+01
   6.6112500e-04   7.6635872e+01  -9.5389315e+01
   6.6118750e-04   8.0461343e+01  -1.1827054e+02
   6.6125000e-04   5.5680107e+01  -1.2492634e+02
   6.6131250e-04   3.7203710e+01  -1.5696316e+02
   6.6137500e-04   3.2193535e+01  -1.3337078e+02
   6.6143750e-04  -2.0000000e+00  -1.3728620e+02
   6.6150000e-04  -2.5328661e+01  -1.0321798e+02
   6.6156250e-04  -6.9360676e+01  -9.1517115e+01
   6.6162500e-04  -1.0191595e+02  -1.0179129e+02
   6.6168750e-04  -1.3370838e+02  -4.4149720e+01
   6.6175000e-04  -7.2865139e+01  -1.0565635e+02
   6.6181250e-04  -1.2114982e+02  -6.6360563e+01
   6.6187500e-04  -1.0416747e+02  -4.1756129e+01
   6.6193750e-04  -1.0585497e+02  -5.2006424e+01
   6.6200000e-04  -1.0086959e+02  -7.5104956e+01
   6.6206250e-04  -6.4253748e+01  -6.9696120e+01
   6.6212500e-04  -6.7872828e+01  -1.0132079e+02
   6.6218750e-04  -1.0000000e+00  -1.3718115e+02
   6.6225000e-04   3.6439722e+01  -1.5541605e+02
   6.6231250e-04   6.4581938e+01  -1.1446562e+02
   6.6237500e-04   6.0925811e+01  -1.0340141e+02
   6.6243750e-04   9.0207837e+01  -1.0295950e+02
   6.6250000e-04   1.1371928e+02  -1.2948350e+02
   6.6256250e-04   8.0747228e+01  -7.1131586e+01
   6.6262500e-04   1.0647769e+02  -1.8370561e+01
   6.6268750e-04   1.4041218e+02  -7.2918919e+01
   6.6275000e-04   1.0315258e+02  -2.3991133e+01
   6.6281250e-04   1.1321474e+02   4.8383237e+01
   6.6287500e-04   1.0109726e+02  -4.8016172e+01
   6.6293750e-04   1.1412852e+02  -1.5582785e+01
   6.6300000e-04   1.2137722e+02  -6.1988848e+01
   6.6306250e-04   1.0842618e+02  -6.5489564e+01
   6.6312500e-04   9.4054268e+01  -4.8729723e+01
   6.6318750e-04   8.4722624e+01  -8.6033999e+01
   6.6325000e-04   3.9285495e+01  -1.2156660e+02
   6.6331250e-04   3.9110731e+01  -1.1128804e+02
   6.6337500e-04   6.6963492e+01  -1.2267723e+02
   6.6343750e-04   6.1531390e+01  -1.0957770e+02
   6.6350000e-04   8.6460885e+01  -9.0962136e+01
