Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

P10        2x6_header,_right_angle       4365mil       2605mil       4365mil       2605mil       4615mil       2655mil  T        180.00 2 x 6 header   
D9         1608[0603]             795mil       2315mil        795mil       2315mil    822.559mil       2315mil  T        180.00 LED2           
R86        0402                   710mil       2380mil        710mil       2380mil    690.315mil       2380mil  T        360.00 750            
C149       0402                   795mil       2270mil        795mil       2270mil    775.315mil       2270mil  T        360.00 0.1uF          
C9         0402                  2455mil       1710mil       2455mil       1710mil       2455mil   1729.685mil  B        270.00 0.1uF          
C10        0402                  2745mil       1740mil       2745mil       1740mil       2745mil   1759.685mil  B        270.00 100pF          
C8         C0805                 2385mil       1730mil       2385mil       1730mil       2385mil   1700.473mil  B         90.00 10uF           
C7         C0805                 4105mil        335mil       4105mil        335mil       4105mil    364.527mil  T        270.00 10uF           
C13        C0805                 4105mil        480mil       4105mil        480mil       4105mil    509.527mil  T        270.00 10uF           
C5         0402                  4225mil        335mil       4225mil        335mil       4225mil    315.315mil  T         90.00 100pF          
C6         0402                  4175mil        335mil       4175mil        335mil       4175mil    315.315mil  T         90.00 0.1uF          
C11        0402                  4175mil        480mil       4175mil        480mil       4175mil    460.315mil  T         90.00 100pF          
C12        0402                  4225mil        480mil       4225mil        480mil       4225mil    460.315mil  T         90.00 0.1uF          
R44        0402                  1735mil       1900mil       1735mil       1900mil   1715.315mil       1900mil  T          0.00 10K            
U1         BGA100P22X22-484N       3215mil       1410mil       3215mil       1410mil   2801.614mil   1823.386mil  T          0.00 A2F500M3G-FGG484
C55        0402                  4325mil       2235mil       4325mil       2235mil       4325mil   2254.685mil  T        270.00 0.1uF          
C56        0402                  4450mil       2135mil       4450mil       2135mil   4469.685mil       2135mil  B        180.00 100pF          
C57        0402                  4450mil       2185mil       4450mil       2185mil   4469.685mil       2185mil  B        180.00 0.1uF          
C75        0402                  4260mil       1200mil       4260mil       1200mil       4260mil   1180.315mil  T         90.00 100pF          
C76        0402                  4315mil       1200mil       4315mil       1200mil       4315mil   1180.315mil  T         90.00 0.1uF          
C77        0402                  4500mil       1200mil       4500mil       1200mil       4500mil   1180.315mil  T         90.00 100pF          
C78        0402                  4565mil       1200mil       4565mil       1200mil       4565mil   1180.315mil  T         90.00 0.1uF          
C90        0402                  1400mil   2560.315mil       1400mil   2560.315mil       1400mil       2580mil  B        270.00 100pF          
C91        0402                  1470mil   2560.315mil       1470mil   2560.315mil       1470mil       2580mil  B        270.00 0.1uF          
C92        C0805                 1325mil   2560.315mil       1325mil   2560.315mil       1325mil   2530.787mil  B         90.00 10uF           
C108       0402                  1750mil       2305mil       1750mil       2305mil   1769.685mil       2305mil  B        180.00 0.1uF          
C109       0402                  1710mil       2610mil       1710mil       2610mil       1710mil   2629.685mil  T        270.00 0.1uF          
C110       0402                  1580mil       2650mil       1580mil       2650mil   1560.315mil       2650mil  T        360.00 0.1uF          
C111       SMT_Al_Cap.            850mil        275mil        850mil        275mil        850mil    434.449mil  T        360.00 470uF          
C119       0402                  4790mil       1380mil       4790mil       1380mil   4809.685mil       1380mil  B        180.00 100pF          
C120       0402                  4790mil       1330mil       4790mil       1330mil   4809.685mil       1330mil  B        180.00 0.1uF          
C121       0402                  5330mil       2085mil       5330mil       2085mil   5349.685mil       2085mil  B        180.00 100pF          
C122       0402                  5330mil       2150mil       5330mil       2150mil   5349.685mil       2150mil  B        180.00 0.1uF          
C123       C0805                 5285mil       2295mil       5285mil       2295mil   5255.472mil       2295mil  B        360.00 10uF           
C150       0402                 935.5mil     1205.5mil      935.5mil     1205.5mil    955.185mil     1205.5mil  B        180.00 100pF          
C151       0402                 935.5mil     1145.5mil      935.5mil     1145.5mil    955.185mil     1145.5mil  B        180.00 0.1uF          
C152       C0805                935.5mil     1280.5mil      935.5mil     1280.5mil    905.972mil     1280.5mil  B        360.00 10uF           
C153       C0805                  670mil       1410mil        670mil       1410mil    640.472mil       1410mil  B        360.00 10uF           
C156       0402                  2475mil       2580mil       2475mil       2580mil       2475mil   2599.685mil  B        270.00 0.1uF          
C157       0402                   815mil       2255mil        815mil       2255mil        815mil   2274.685mil  B        270.00 100pF          
C158       0402                   760mil       2255mil        760mil       2255mil        760mil   2274.685mil  B        270.00 0.1uF          
C159       C0805                 1970mil       2640mil       1970mil       2640mil       1970mil   2610.472mil  B         90.00 10uF           
C160       C0805                 2355mil       2590mil       2355mil       2590mil       2355mil   2560.472mil  B         90.00 10uF           
C161       C0805                  890mil       2275mil        890mil       2275mil        890mil   2245.472mil  B         90.00 10uF           
C162       0402                  2285mil       2670mil       2285mil       2670mil   2304.685mil       2670mil  B        180.00 0.01uF         
C163       0402                  1195mil        690mil       1195mil        690mil       1195mil    670.315mil  B         90.00 100pF          
C167       0402                  1135mil        750mil       1135mil        750mil   1154.685mil        750mil  B        180.00 0.01uF         
C168       0402                   380mil        950mil        380mil        950mil        380mil    930.315mil  B         90.00 100pF          
C169       0402                   320mil        950mil        320mil        950mil        320mil    930.315mil  B         90.00 0.1uF          
C170       0402                   260mil        950mil        260mil        950mil        260mil    930.315mil  B         90.00 0.1uF          
C171       0402                   200mil        950mil        200mil        950mil        200mil    930.315mil  B         90.00 0.1uF          
C172       0402                   130mil        950mil        130mil        950mil        130mil    930.315mil  B         90.00 0.1uF          
C173       C0805                  150mil       1070mil        150mil       1070mil    179.528mil       1070mil  B        180.00 10uF           
C174       0402              1617.441mil    393.504mil   1617.441mil    393.504mil   1617.441mil    373.819mil  B         90.00 100pF          
C175       0402              1567.441mil    393.504mil   1567.441mil    393.504mil   1567.441mil    373.819mil  B         90.00 0.1uF          
C176       C0805             1502.441mil    383.504mil   1502.441mil    383.504mil   1502.441mil    413.031mil  B        270.00 10uF           
C177       0402                   650mil        660mil        650mil        660mil    669.685mil        660mil  B        180.00 0.1uF          
C178       0402                   545mil        840mil        545mil        840mil        545mil    859.685mil  B        270.00 100pF          
C179       C0805                 3850mil        205mil       3850mil        205mil   3820.472mil        205mil  T        360.00 10uF           
C180       0402                  3975mil         90mil       3975mil         90mil   3955.315mil         90mil  T        360.00 0.01uF         
C181       0402                  4190mil         80mil       4190mil         80mil       4190mil     60.315mil  T         90.00 100pF          
C182       0402                  4255mil         80mil       4255mil         80mil       4255mil     60.315mil  T         90.00 0.1uF          
C183       C0805                 4110mil         80mil       4110mil         80mil       4110mil    109.528mil  T        270.00 10uF           
C184       0402                  5385mil        950mil       5385mil        950mil       5385mil    930.315mil  T         90.00 100pF          
C185       0402                  5300mil        640mil       5300mil        640mil       5300mil    620.315mil  T         90.00 100pF          
C186       0402                  5220mil        950mil       5220mil        950mil       5220mil    930.315mil  T         90.00 100pF          
C187       0402                  5335mil       1175mil       5335mil       1175mil       5335mil   1194.685mil  T        270.00 Cap Semi       
C188       0402                  5375mil       1175mil       5375mil       1175mil       5375mil   1194.685mil  T        270.00 Cap Semi       
C190       0402                  2325mil    669.685mil       2325mil    669.685mil       2325mil        650mil  T         90.00 0.1uF          
C191       0402                  2274mil        671mil       2274mil        671mil       2274mil    651.315mil  T         90.00 0.1uF          
D10        1608[0603]              60mil       1040mil         60mil       1040mil     87.559mil       1040mil  T        180.00 LED2           
FB4        1608[0603]            4310mil       2140mil       4310mil       2140mil   4282.441mil       2140mil  T        360.00 BLM18PG300SN1D 
J7         TestPoint             4635mil        790mil       4635mil        790mil       4635mil        790mil  T          0.00 5004           
J8         TestPoint             4635mil       1145mil       4635mil       1145mil       4635mil       1145mil  T          0.00 5004           
J9         TestPoint             4745mil       1100mil       4745mil       1100mil       4745mil       1100mil  T          0.00 5004           
J10        7499211121A        529.685mil       1805mil        435mil       1805mil        785mil       2030mil  T         90.00 7499211121A    
J11        TestPoint              935mil       1925mil        935mil       1925mil        935mil       1925mil  T          0.00 5004           
J12        TestPoint               80mil       1380mil         80mil       1380mil         80mil       1380mil  T         90.00 5004           
J13        TestPoint             1690mil        600mil       1690mil        600mil       1690mil        600mil  T         90.00 5004           
J14        TestPoint             5425mil       2080mil       5425mil       2080mil       5425mil       2080mil  T         90.00 5004           
J15        TestPoint             5425mil       2190mil       5425mil       2190mil       5425mil       2190mil  T         90.00 5004           
J16        TestPoint             5425mil       2305mil       5425mil       2305mil       5425mil       2305mil  T         90.00 5004           
J18        TestPoint              990mil       1430mil        990mil       1430mil        990mil       1430mil  T         90.00 5004           
J19        PJ-102AH               440mil     162.48mil        440mil        255mil     558.11mil        255mil  T         90.00 PJ-102AH       
J20        TestPoint             2205mil       2455mil       2205mil       2455mil       2205mil       2455mil  T         90.00 5004           
J21        TestPoint              390mil       1380mil        390mil       1380mil        390mil       1380mil  T          0.00 5004           
J22        TestPoint              703mil        593mil        703mil        593mil        703mil        593mil  T         90.00 5004           
J23        TestPoint             1675mil        725mil       1675mil        725mil       1675mil        725mil  T         90.00 5004           
J24        TestPoint             5029mil        889mil       5029mil        889mil       5029mil        889mil  T         90.00 5004           
J25        TestPoint             4798mil        516mil       4798mil        516mil       4798mil        516mil  T         90.00 5004           
J26        TestPoint             5127mil       1861mil       5127mil       1861mil       5127mil       1861mil  T         90.00 5004           
J28        TestPoint             3878mil       2541mil       3878mil       2541mil       3878mil       2541mil  T         90.00 5004           
J29        TestPoint             1572mil       1646mil       1572mil       1646mil       1572mil       1646mil  T         90.00 5004           
J30        TestPoint             3360mil        125mil       3360mil        125mil       3360mil        125mil  T         90.00 5004           
J31        SMA_SMD               4620mil     85.236mil       4620mil        100mil       4620mil     55.709mil  T        180.00 142-0701-851   
J32        SMA_SMD               5480mil     85.236mil       5480mil        100mil       5480mil     55.709mil  T        180.00 142-0701-851   
J33        SMA_SMD               5050mil     85.236mil       5050mil        100mil       5050mil     55.709mil  T        180.00 142-0701-851   
J34        TestPoint             1660mil       1230mil       1660mil       1230mil       1660mil       1230mil  T         90.00 5004           
L4         FLAT-PAC               265mil        435mil        265mil        435mil    363.425mil        435mil  B        270.00 FP3-8R2-R      
M1         AG9205S               1205mil       1160mil       1205mil       2160mil       1205mil       2160mil  T        270.00 AG9205S        
Q1         SOT23-3N              1055mil        860mil       1055mil        860mil   1017.598mil    822.598mil  B        360.00 MMBT2222A      
Q2         SOT23-3N          1362.441mil    478.504mil   1362.441mil    478.504mil    1325.04mil    441.102mil  B        360.00 MMBT2222A      
R8         0402                  4460mil       1605mil       4460mil       1605mil       4460mil   1624.685mil  B        270.00 10K            
R87        0402                  1165mil        880mil       1165mil        880mil       1165mil    860.315mil  B         90.00 10K            
R88        0402                    46mil        946mil         46mil        946mil     65.685mil        946mil  B        180.00 1K             
R89        0402                  1005mil        770mil       1005mil        770mil   1024.685mil        770mil  B        180.00 10K            
R90        0402                  1135mil        800mil       1135mil        800mil   1115.315mil        800mil  B        360.00 6.49K          
R91        0402                   705mil        835mil        705mil        835mil        705mil    854.685mil  T        270.00 10K            
R92        0402                   707mil        731mil        707mil        731mil        707mil    711.315mil  T         90.00 10K            
R94        0402                  5200mil        970mil       5200mil        970mil   5180.315mil        970mil  T        360.00 Res3           
R95        0402                  5405mil        970mil       5405mil        970mil   5424.685mil        970mil  T        180.00 Res3           
SW6        STS1400PC04            378mil   1004.882mil        378mil        760mil        378mil        760mil  T         90.00 STS1400PC04    
U9         SOT23-5               1750mil       2470mil       1750mil       2470mil   1712.598mil   2420.787mil  T         90.00 SN74LVC1G04DBVR
U11        SOT23-6               5390mil       1835mil       5390mil       1835mil    5350.63mil   1797.598mil  B        360.00 ADC081S101     
U13        SOT223-4L            635.5mil     1190.5mil      635.5mil     1190.5mil      511.5mil     1100.5mil  B        360.00 LT1117CST-3.3#PBF
U16        SOIC127P600X175-8N        725mil        790mil        725mil        790mil    630.512mil        715mil  B        360.00 TL7702AIDR     
U20        HHM1520A2             5195mil       1095mil       5195mil       1095mil   5222.559mil   1069.409mil  T        180.00 HHM1520A2      
U21        HHM1520A2             5355mil       1065mil       5355mil       1065mil   5382.559mil   1039.409mil  T        180.00 HHM1520A2      
U22        SOIC127P1030X265-20N       2150mil        950mil       2150mil        950mil       2375mil   1133.071mil  T        270.00 PCF2127A       
FB5        1608[0603]            4410mil       1215mil       4410mil       1215mil   4382.441mil       1215mil  T        360.00 BLM18PG300SN1D 
FB8        1608[0603]            1625mil       2590mil       1625mil       2590mil   1652.559mil       2590mil  T        180.00 BLM18PG300SN1D 
J17        Mini_USB           176.339mil       2505mil        260mil       2505mil        260mil   2567.992mil  T          0.00 54819-0572     
R58        0402                  2495mil        610mil       2495mil        610mil   2514.685mil        610mil  T        180.00 10K            
R59        0402                  3700mil        625mil       3700mil        625mil   3719.685mil        625mil  T        180.00 750            
R60        0402                  3700mil        550mil       3700mil        550mil   3719.685mil        550mil  T        180.00 750            
R61        0402                  3700mil        475mil       3700mil        475mil   3719.685mil        475mil  T        180.00 750            
R62        0402                  3700mil        400mil       3700mil        400mil   3719.685mil        400mil  T        180.00 750            
R63        0402                  3700mil        325mil       3700mil        325mil   3719.685mil        325mil  T        180.00 750            
R64        0402                  3700mil        250mil       3700mil        250mil   3719.685mil        250mil  T        180.00 750            
R65        0402                  3700mil        175mil       3700mil        175mil   3719.685mil        175mil  T        180.00 750            
R10        0402                  4415mil       1570mil       4415mil       1570mil       4415mil   1589.685mil  B        270.00 10K            
R17        0402                  4260mil        860mil       4260mil        860mil   4240.315mil        860mil  B        360.00 10K            
R18        0402                  4445mil        910mil       4445mil        910mil   4464.685mil        910mil  B        180.00 10K            
R76        0402                  5045mil       1585mil       5045mil       1585mil   5025.315mil       1585mil  T        360.00 1.2K           
R80        0402                  5435mil       1190mil       5435mil       1190mil       5435mil   1170.315mil  T         90.00 1.2K           
C166       C0805                 1460mil        680mil       1460mil        680mil       1460mil    709.528mil  B        270.00 10uF           
C165       C0805                 1020mil        535mil       1020mil        535mil    990.472mil        535mil  B        360.00 10uF           
C164       0402                  1375mil        690mil       1375mil        690mil       1375mil    670.315mil  B         90.00 0.1uF          
U19        SOT353-5N             4685mil       1295mil       4685mil       1295mil   4710.591mil   1257.599mil  B         90.00 74AUP1GU04     
R31        0402                  1830mil       2095mil       1830mil       2095mil   1810.315mil       2095mil  B        360.00 Res3           
C74        0402                  3610mil        925mil       3610mil        925mil       3610mil    905.315mil  B         90.00 0.1uF          

